Pass #: 161; Equity: 51,336.78; Profit / Loss: 1,418.20; Balance: 51,336.78; Total Trades: 31; Profit Factor: 2.61; Parameters: multiplier=3, zoneShrink=0.5, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=100, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 116; Equity: 49,877.74; Profit / Loss: -79.20; Balance: 49,877.74; Total Trades: 21; Profit Factor: 0.80; Parameters: multiplier=6, zoneShrink=0.9, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=80, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 120; Equity: 49,877.74; Profit / Loss: -79.20; Balance: 49,877.74; Total Trades: 21; Profit Factor: 0.80; Parameters: multiplier=6, zoneShrink=1.0, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=80, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 308; Equity: 49,877.74; Profit / Loss: -79.20; Balance: 49,877.74; Total Trades: 21; Profit Factor: 0.80; Parameters: multiplier=6, zoneShrink=0.9, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=80, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 312; Equity: 49,877.74; Profit / Loss: -79.20; Balance: 49,877.74; Total Trades: 21; Profit Factor: 0.80; Parameters: multiplier=6, zoneShrink=1.0, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=80, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 316; Equity: 49,877.74; Profit / Loss: -79.20; Balance: 49,877.74; Total Trades: 21; Profit Factor: 0.80; Parameters: multiplier=6, zoneShrink=1.1, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=80, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 118; Equity: 49,863.99; Profit / Loss: -79.20; Balance: 49,863.99; Total Trades: 26; Profit Factor: 0.83; Parameters: multiplier=4, zoneShrink=1.0, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=80, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 122; Equity: 49,863.99; Profit / Loss: -79.20; Balance: 49,863.99; Total Trades: 26; Profit Factor: 0.83; Parameters: multiplier=4, zoneShrink=1.1, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=80, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 126; Equity: 49,863.99; Profit / Loss: -79.20; Balance: 49,863.99; Total Trades: 26; Profit Factor: 0.83; Parameters: multiplier=4, zoneShrink=1.2, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=80, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 127; Equity: 49,863.99; Profit / Loss: -79.20; Balance: 49,863.99; Total Trades: 26; Profit Factor: 0.83; Parameters: multiplier=5, zoneShrink=1.2, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=80, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 319; Equity: 49,863.99; Profit / Loss: -79.20; Balance: 49,863.99; Total Trades: 26; Profit Factor: 0.83; Parameters: multiplier=5, zoneShrink=1.2, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=80, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 85; Equity: 49,862.11; Profit / Loss: -62.00; Balance: 49,862.11; Total Trades: 28; Profit Factor: 0.82; Parameters: multiplier=3, zoneShrink=1.0, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=70, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 89; Equity: 49,862.11; Profit / Loss: -62.00; Balance: 49,862.11; Total Trades: 28; Profit Factor: 0.82; Parameters: multiplier=3, zoneShrink=1.1, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=70, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 148; Equity: 49,842.74; Profit / Loss: -114.20; Balance: 49,842.74; Total Trades: 21; Profit Factor: 0.75; Parameters: multiplier=6, zoneShrink=0.9, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=90, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 152; Equity: 49,842.74; Profit / Loss: -114.20; Balance: 49,842.74; Total Trades: 21; Profit Factor: 0.75; Parameters: multiplier=6, zoneShrink=1.0, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=90, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 340; Equity: 49,842.74; Profit / Loss: -114.20; Balance: 49,842.74; Total Trades: 21; Profit Factor: 0.75; Parameters: multiplier=6, zoneShrink=0.9, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=90, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 344; Equity: 49,842.74; Profit / Loss: -114.20; Balance: 49,842.74; Total Trades: 21; Profit Factor: 0.75; Parameters: multiplier=6, zoneShrink=1.0, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=90, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 348; Equity: 49,842.74; Profit / Loss: -114.20; Balance: 49,842.74; Total Trades: 21; Profit Factor: 0.75; Parameters: multiplier=6, zoneShrink=1.1, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=90, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 100; Equity: 49,823.28; Profit / Loss: -132.20; Balance: 49,823.28; Total Trades: 15; Profit Factor: 0.68; Parameters: multiplier=6, zoneShrink=0.5, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=80, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 292; Equity: 49,823.28; Profit / Loss: -132.20; Balance: 49,823.28; Total Trades: 15; Profit Factor: 0.68; Parameters: multiplier=6, zoneShrink=0.5, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=80, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 164; Equity: 49,805.10; Profit / Loss: -147.20; Balance: 49,805.10; Total Trades: 15; Profit Factor: 0.67; Parameters: multiplier=6, zoneShrink=0.5, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=100, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 356; Equity: 49,805.10; Profit / Loss: -147.20; Balance: 49,805.10; Total Trades: 15; Profit Factor: 0.67; Parameters: multiplier=6, zoneShrink=0.5, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=100, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 81; Equity: 49,788.45; Profit / Loss: -130.00; Balance: 49,788.45; Total Trades: 28; Profit Factor: 0.75; Parameters: multiplier=3, zoneShrink=0.9, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=70, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 93; Equity: 49,788.45; Profit / Loss: -130.00; Balance: 49,788.45; Total Trades: 29; Profit Factor: 0.75; Parameters: multiplier=3, zoneShrink=1.2, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=70, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 73; Equity: 49,785.59; Profit / Loss: -133.00; Balance: 49,785.59; Total Trades: 28; Profit Factor: 0.75; Parameters: multiplier=3, zoneShrink=0.7, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=70, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 265; Equity: 49,785.59; Profit / Loss: -133.00; Balance: 49,785.59; Total Trades: 28; Profit Factor: 0.75; Parameters: multiplier=3, zoneShrink=0.7, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=70, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 269; Equity: 49,785.59; Profit / Loss: -133.00; Balance: 49,785.59; Total Trades: 29; Profit Factor: 0.75; Parameters: multiplier=3, zoneShrink=0.8, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=70, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 132; Equity: 49,785.10; Profit / Loss: -167.20; Balance: 49,785.10; Total Trades: 15; Profit Factor: 0.63; Parameters: multiplier=6, zoneShrink=0.5, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=90, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 324; Equity: 49,785.10; Profit / Loss: -167.20; Balance: 49,785.10; Total Trades: 15; Profit Factor: 0.63; Parameters: multiplier=6, zoneShrink=0.5, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=90, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 173; Equity: 49,750.17; Profit / Loss: -181.20; Balance: 49,750.17; Total Trades: 27; Profit Factor: 0.71; Parameters: multiplier=3, zoneShrink=0.8, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=100, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 177; Equity: 49,750.17; Profit / Loss: -181.20; Balance: 49,750.17; Total Trades: 27; Profit Factor: 0.71; Parameters: multiplier=3, zoneShrink=0.9, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=100, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 369; Equity: 49,750.17; Profit / Loss: -181.20; Balance: 49,750.17; Total Trades: 27; Profit Factor: 0.71; Parameters: multiplier=3, zoneShrink=0.9, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=100, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 373; Equity: 49,750.17; Profit / Loss: -181.20; Balance: 49,750.17; Total Trades: 27; Profit Factor: 0.71; Parameters: multiplier=3, zoneShrink=1.0, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=100, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 105; Equity: 49,738.58; Profit / Loss: -191.20; Balance: 49,738.58; Total Trades: 27; Profit Factor: 0.68; Parameters: multiplier=3, zoneShrink=0.7, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=80, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 109; Equity: 49,738.58; Profit / Loss: -191.20; Balance: 49,738.58; Total Trades: 27; Profit Factor: 0.68; Parameters: multiplier=3, zoneShrink=0.8, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=80, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 301; Equity: 49,738.58; Profit / Loss: -191.20; Balance: 49,738.58; Total Trades: 27; Profit Factor: 0.68; Parameters: multiplier=3, zoneShrink=0.8, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=80, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 137; Equity: 49,724.17; Profit / Loss: -207.20; Balance: 49,724.17; Total Trades: 27; Profit Factor: 0.67; Parameters: multiplier=3, zoneShrink=0.7, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=90, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 141; Equity: 49,724.17; Profit / Loss: -207.20; Balance: 49,724.17; Total Trades: 27; Profit Factor: 0.67; Parameters: multiplier=3, zoneShrink=0.8, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=90, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 145; Equity: 49,724.17; Profit / Loss: -207.20; Balance: 49,724.17; Total Trades: 27; Profit Factor: 0.67; Parameters: multiplier=3, zoneShrink=0.9, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=90, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 149; Equity: 49,724.17; Profit / Loss: -207.20; Balance: 49,724.17; Total Trades: 28; Profit Factor: 0.67; Parameters: multiplier=3, zoneShrink=1.0, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=90, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 333; Equity: 49,724.17; Profit / Loss: -207.20; Balance: 49,724.17; Total Trades: 27; Profit Factor: 0.67; Parameters: multiplier=3, zoneShrink=0.8, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=90, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 337; Equity: 49,724.17; Profit / Loss: -207.20; Balance: 49,724.17; Total Trades: 27; Profit Factor: 0.67; Parameters: multiplier=3, zoneShrink=0.9, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=90, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 341; Equity: 49,724.17; Profit / Loss: -207.20; Balance: 49,724.17; Total Trades: 27; Profit Factor: 0.67; Parameters: multiplier=3, zoneShrink=1.0, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=90, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 77; Equity: 49,711.93; Profit / Loss: -201.00; Balance: 49,711.93; Total Trades: 29; Profit Factor: 0.69; Parameters: multiplier=3, zoneShrink=0.8, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=70, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 273; Equity: 49,711.93; Profit / Loss: -201.00; Balance: 49,711.93; Total Trades: 30; Profit Factor: 0.69; Parameters: multiplier=3, zoneShrink=0.9, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=70, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 277; Equity: 49,711.93; Profit / Loss: -201.00; Balance: 49,711.93; Total Trades: 30; Profit Factor: 0.69; Parameters: multiplier=3, zoneShrink=1.0, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=70, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 281; Equity: 49,711.93; Profit / Loss: -201.00; Balance: 49,711.93; Total Trades: 30; Profit Factor: 0.69; Parameters: multiplier=3, zoneShrink=1.1, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=70, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 285; Equity: 49,711.93; Profit / Loss: -201.00; Balance: 49,711.93; Total Trades: 30; Profit Factor: 0.69; Parameters: multiplier=3, zoneShrink=1.2, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=70, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 113; Equity: 49,664.92; Profit / Loss: -259.20; Balance: 49,664.92; Total Trades: 28; Profit Factor: 0.63; Parameters: multiplier=3, zoneShrink=0.9, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=80, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 305; Equity: 49,664.92; Profit / Loss: -259.20; Balance: 49,664.92; Total Trades: 28; Profit Factor: 0.63; Parameters: multiplier=3, zoneShrink=0.9, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=80, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 180; Equity: 49,659.62; Profit / Loss: -302.20; Balance: 49,659.62; Total Trades: 19; Profit Factor: 0.51; Parameters: multiplier=6, zoneShrink=0.9, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=100, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 184; Equity: 49,659.62; Profit / Loss: -302.20; Balance: 49,659.62; Total Trades: 19; Profit Factor: 0.51; Parameters: multiplier=6, zoneShrink=1.0, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=100, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 372; Equity: 49,659.62; Profit / Loss: -302.20; Balance: 49,659.62; Total Trades: 19; Profit Factor: 0.51; Parameters: multiplier=6, zoneShrink=0.9, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=100, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 376; Equity: 49,659.62; Profit / Loss: -302.20; Balance: 49,659.62; Total Trades: 19; Profit Factor: 0.51; Parameters: multiplier=6, zoneShrink=1.0, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=100, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 380; Equity: 49,659.62; Profit / Loss: -302.20; Balance: 49,659.62; Total Trades: 19; Profit Factor: 0.51; Parameters: multiplier=6, zoneShrink=1.1, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=100, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 377; Equity: 49,579.03; Profit / Loss: -341.00; Balance: 49,579.03; Total Trades: 30; Profit Factor: 0.57; Parameters: multiplier=3, zoneShrink=1.1, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=100, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 381; Equity: 49,579.03; Profit / Loss: -341.00; Balance: 49,579.03; Total Trades: 30; Profit Factor: 0.57; Parameters: multiplier=3, zoneShrink=1.2, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=100, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 181; Equity: 49,557.12; Profit / Loss: -363.20; Balance: 49,557.12; Total Trades: 31; Profit Factor: 0.57; Parameters: multiplier=3, zoneShrink=1.0, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=100, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 185; Equity: 49,385.98; Profit / Loss: -523.00; Balance: 49,385.98; Total Trades: 33; Profit Factor: 0.47; Parameters: multiplier=3, zoneShrink=1.1, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=100, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 189; Equity: 49,385.98; Profit / Loss: -523.00; Balance: 49,385.98; Total Trades: 33; Profit Factor: 0.47; Parameters: multiplier=3, zoneShrink=1.2, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=100, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
